MaSV,HoSV,TenDemSV,TenSV,NgaySinh,DiaDiem,GioiTinh,CCCD,Email,SDT
20210031,Nguyễn,Tâm,Loan,2003-01-06,Điện Biên                                                                                           ,Nữ        ,40204010031,,12345031
20210032,Lê,Thu,Thiên,2003-04-14,Hải Dương                                                                                           ,Nữ        ,40204010032,,12345032
20210033,Võ,Thị,Hậu,2003-08-27,Hà Tĩnh                                                                                             ,Nữ        ,40204010033,,12345033
20210034,Vũ,Thu,Khuyên,2003-05-21,Bình Định                                                                                           ,Nữ        ,40204010034,,12345034
20210035,Vũ,Văn,Họa,2003-10-01,Vĩnh Phúc                                                                                           ,Nam       ,40204010035,,12345035
20210036,Phan,Thị,Thùy,2003-08-24,Tuyên Quang                                                                                         ,Nam       ,40204010036,,12345036
20210037,Lê,Duy,Hiểu,2003-03-27,Lạng Sơn                                                                                            ,Nam       ,40204010037,,12345037
20210038,Nguyễn,Duy,Lưu,2003-06-28,Vĩnh Phúc                                                                                           ,Nữ        ,40204010038,,12345038
20210039,Phạm,Hải,Nguyên,2003-04-07,Hoà Bình                                                                                            ,Nam       ,40204010039,,12345039
20210040,Đặng,Hải,Mộc,2003-02-14,Hưng Yên                                                                                            ,Nữ        ,40204010040,,12345040
20210041,Đặng,Tâm,Sương,2003-12-01,Yên Bái                                                                                             ,Nam       ,40204010041,,12345041
20210042,Lý,Minh,Ngôn,2003-04-07,Hà Tĩnh                                                                                             ,Nữ        ,40204010042,,12345042
20210043,Phan,Hồng,Liễu,2003-06-17,Hà Nội                                                                                              ,Nam       ,40204010043,,12345043
20210044,Dương,Đức,Hiệp,2003-04-15,Bình Thuận                                                                                          ,Nữ        ,40204010044,,12345044
20210045,Trần,Hồng,Thục,2003-05-06,Quảng Ninh                                                                                          ,Nữ        ,40204010045,,12345045
20210046,Dương,Duy,Lâm,2003-09-22,Quảng Ninh                                                                                          ,Nữ        ,40204010046,,12345046
20210047,Đặng,Tâm,Mỹ,2003-11-07,Hải Phòng                                                                                           ,Nữ        ,40204010047,,12345047
20210048,Lý,Hồng,Hồng,2003-01-28,Thanh Hóa                                                                                           ,Nam       ,40204010048,,12345048
20210049,Bùi,Thành,Triều,2003-08-02,Phú Thọ                                                                                             ,Nữ        ,40204010049,,12345049
20210050,Bùi,Thành,Quế,2003-05-22,Bắc Kạn                                                                                             ,Nam       ,40204010050,,12345050
20220001,Hoàng,Hồng,Diệp,2003-12-20,Ninh Bình                                                                                           ,Nữ        ,40204010051,,12345051
20220002,Nguyễn,Văn,Hạnh,2003-09-26,Ninh Bình                                                                                           ,Nam       ,40204010052,,12345052
20220003,Phạm,Đức,Diên,2003-04-07,Hưng Yên                                                                                            ,Nữ        ,40204010053,,12345053
20220004,Lý,Thành,Dao,2003-04-26,Quảng Trị                                                                                           ,Nam       ,40204010054,,12345054
20220005,Bùi,Tâm,Dung,2003-01-18,Nam Định                                                                                            ,Nữ        ,40204010055,,12345055
20220006,Nguyễn,Đức,Nhạn,2003-12-07,Nam Định                                                                                            ,Nam       ,40204010056,,12345056
20220007,Bùi,Hồng,Bội,2003-08-10,Hải Dương                                                                                           ,Nam       ,40204010057,,12345057
20220008,Lê,Thu,Hoa,2003-09-21,Thái Bình                                                                                           ,Nữ        ,40204010058,,12345058
20220009,Nguyễn,Thành,Khuyên,2003-10-01,Thanh Hóa                                                                                           ,Nữ        ,40204010059,,12345059
20220010,Đặng,Văn,Hồ,2003-12-12,Hải Dương                                                                                           ,Nam       ,40204010060,,12345060
20220011,Trần,Đức,Thúy,2003-01-04,Bắc Giang                                                                                           ,Nam       ,40204010061,,12345061
20220012,Vũ,Lan,Mai,2003-10-25,Quảng Ngãi                                                                                          ,Nữ        ,40204010062,,12345062
20220013,Đinh,Thành,Hương,2003-12-08,Lai Châu                                                                                            ,Nữ        ,40204010063,,12345063
20220014,Đặng,Hải,Phương,2003-05-18,Thái Nguyên                                                                                         ,Nam       ,40204010064,,12345064
20220015,Trần,Bình,Hạc,2003-08-28,Hải Phòng                                                                                           ,Nữ        ,40204010065,,12345065
20220016,Lý,Duy,Hiệp,2003-04-12,Ninh Thuận                                                                                          ,Nữ        ,40204010066,,12345066
20220017,Đặng,Hồng,Ngọc,2003-11-07,Quảng Ninh                                                                                          ,Nam       ,40204010067,,12345067
20220018,Lê,Hồng,Mỹ,2003-05-05,Quảng Ngãi                                                                                          ,Nữ        ,40204010068,,12345068
20220019,Trần,Đức,Sơn,2003-01-16,Bắc Ninh                                                                                            ,Nữ        ,40204010069,,12345069
20220020,Hoàng,Quỳnh,Thi,2003-08-02,Hoà Bình                                                                                            ,Nữ        ,40204010070,,12345070
20220021,Vũ,Lan,Thuần,2003-01-28,Vĩnh Phúc                                                                                           ,Nữ        ,40204010071,,12345071
20220022,Đỗ,Minh,Anh,2003-01-02,Thanh Hóa                                                                                           ,Nữ        ,40204010072,,12345072
20220023,Lý,Quỳnh,Băng,2003-01-14,Bình Định                                                                                           ,Nữ        ,40204010073,,12345073
20220024,Huỳnh,Hải,Giang,2003-12-24,Yên Bái                                                                                             ,Nữ        ,40204010074,,12345074
20220025,Dương,Tâm,Bằng,2003-09-08,Lào Cai                                                                                             ,Nam       ,40204010075,,12345075
20220026,Phan,Hồng,Thư,2003-12-18,Quảng Ninh                                                                                          ,Nam       ,40204010076,,12345076
20220027,Dương,Bình,Hảo,2003-10-10,Hoà Bình                                                                                            ,Nam       ,40204010077,,12345077
20220028,Trần,Minh,Trúc,2003-12-10,Tuyên Quang                                                                                         ,Nữ        ,40204010078,,12345078
20220029,Hồ,Lan,Quân,2003-06-22,Sơn La                                                                                              ,Nữ        ,40204010079,,12345079
20220030,Trần,Hồng,Hiền,2003-05-22,Bắc Ninh                                                                                            ,Nam       ,40204010080,,12345080
20220031,Phan,Thu,Thiên,2003-10-17,Tuyên Quang                                                                                         ,Nữ        ,40204010081,,12345081
20220032,Ngô,Quỳnh,Thường,2003-04-06,Khánh Hòa                                                                                           ,Nam       ,40204010082,,12345082
20220033,Đặng,Văn,Bội,2003-02-20,Hà Nội                                                                                              ,Nam       ,40204010083,,12345083
20220034,Đỗ,Tâm,Phượng,2003-08-21,Hà Nam                                                                                              ,Nữ        ,40204010084,,12345084
20220035,Bùi,Hồng,Cúc,2003-05-16,Vĩnh Phúc                                                                                           ,Nam       ,40204010085,,12345085
20220036,Bùi,Hồng,Thông,2003-06-20,Ninh Bình                                                                                           ,Nữ        ,40204010086,,12345086
20220037,Lý,Đức,Quỳnh,2003-04-20,Bắc Ninh                                                                                            ,Nữ        ,40204010087,,12345087
20220038,Phan,Duy,Gia,2003-09-08,Quảng Bình                                                                                          ,Nữ        ,40204010088,,12345088
20220039,Võ,Thu,Hường,2003-03-27,Quảng Ninh                                                                                          ,Nam       ,40204010089,,12345089
20220040,Hồ,Đức,Bích,2003-02-18,Nghệ An                                                                                             ,Nam       ,40204010090,,12345090
20220041,Đinh,Quỳnh,Song,2003-12-12,Lai Châu                                                                                            ,Nam       ,40204010091,,12345091
20220042,Dương,Bình,Thạch,2003-12-27,Hà Giang                                                                                            ,Nữ        ,40204010092,,12345092
20220043,Nguyễn,Đức,Anh,2003-07-23,Lạng Sơn                                                                                            ,Nữ        ,40204010093,,12345093
20220044,Đặng,Hải,Phương,2003-02-06,Bình Định                                                                                           ,Nam       ,40204010094,,12345094
20220045,Hoàng,Lan,Nhật,2003-02-16,Quảng Ngãi                                                                                          ,Nam       ,40204010095,,12345095
20220046,Nguyễn,Hải,Hằng,2003-01-06,Thanh Hóa                                                                                           ,Nữ        ,40204010096,,12345096
20220047,Nguyễn,Thị,Mẫn,2003-09-03,Ninh Bình                                                                                           ,Nam       ,40204010097,,12345097
20220048,Trần,Hồng,Hân,2003-06-11,Bắc Giang                                                                                           ,Nam       ,40204010098,,12345098
20220049,Vũ,Bình,Thi,2003-07-19,Lạng Sơn                                                                                            ,Nam       ,40204010099,,12345099
20220050,Dương,Bình,Hiểu,2003-10-07,Lào Cai                                                                                             ,Nữ        ,40204010100,,12345100
20220051,Ngô,Quỳnh,Nhung,2003-12-21,Đà Nẵng                                                                                             ,Nữ        ,40204010101,,12345101
20220052,Đỗ,Hải,Linh,2003-08-13,Hà Giang                                                                                            ,Nữ        ,40204010102,,12345102
20220053,Lý,Minh,Tiên,2003-02-06,Bình Định                                                                                           ,Nữ        ,40204010103,,12345103
20220054,Đặng,Quỳnh,Hồng,2003-07-10,Bình Định                                                                                           ,Nữ        ,40204010104,,12345104
20220055,Lý,Quỳnh,Chinh,2003-12-03,Nghệ An                                                                                             ,Nữ        ,40204010105,,12345105
20220056,Dương,Thu,Diệu,2003-06-19,Khánh Hòa                                                                                           ,Nam       ,40204010106,,12345106
20220057,Phan,Hồng,Thoại,2003-11-15,Lạng Sơn                                                                                            ,Nữ        ,40204010107,,12345107
20220058,Huỳnh,Duy,Khuyên,2003-08-08,Lạng Sơn                                                                                            ,Nữ        ,40204010108,,12345108
20220059,Võ,Thu,Khai,2003-01-12,Nam Định                                                                                            ,Nam       ,40204010109,,12345109
20220060,Hoàng,Minh,Khôi,2003-10-13,Khánh Hòa                                                                                           ,Nam       ,40204010110,,12345110
20220061,Hoàng,Thu,Nhiên,2003-03-07,Nghệ An                                                                                             ,Nữ        ,40204010111,,12345111
20220062,Phan,Hải,Hiệp,2003-05-25,Thanh Hóa                                                                                           ,Nữ        ,40204010112,,12345112
20220063,Đỗ,Đức,Mộng,2003-01-03,Thanh Hóa                                                                                           ,Nữ        ,40204010113,,12345113
20220064,Đặng,Duy,Trầm,2003-11-23,Hà Nội                                                                                              ,Nữ        ,40204010114,,12345114
20220065,Hồ,Lan,Minh,2003-10-13,Hải Dương                                                                                           ,Nam       ,40204010115,,12345115
20220066,Hồ,Văn,Thoa,2003-01-27,Hà Nội                                                                                              ,Nam       ,40204010116,,12345116
20220067,Đinh,Duy,Ngọc,2003-11-21,Bắc Ninh                                                                                            ,Nam       ,40204010117,,12345117
20220068,Ngô,Văn,Thanh,2003-04-13,Hà Nội                                                                                              ,Nam       ,40204010118,,12345118
20220069,Hoàng,Bình,Thuận,2003-04-18,Vĩnh Phúc                                                                                           ,Nam       ,40204010119,,12345119
20220070,Hoàng,Lan,Châu,2003-01-08,Hải Dương                                                                                           ,Nữ        ,40204010120,,12345120
20220071,Trần,Thu,Thuần,2003-11-19,Hoà Bình                                                                                            ,Nữ        ,40204010121,,12345121
20220072,Vũ,Thị,Song,2003-12-07,Bắc Kạn                                                                                             ,Nam       ,40204010122,,12345122
20220073,Phan,Hải,Lê,2003-03-27,Hà Tĩnh                                                                                             ,Nam       ,40204010123,,12345123
20220074,Đỗ,Thị,Lợi,2003-11-13,Hải Phòng                                                                                           ,Nam       ,40204010124,,12345124
20220075,Vũ,Thành,Thắm,2003-08-13,Quảng Bình                                                                                          ,Nam       ,40204010125,,12345125
20220076,Lý,Quỳnh,Phúc,2003-06-28,Quảng Bình                                                                                          ,Nữ        ,40204010126,,12345126
20220077,Phan,Bình,Lục,2003-06-18,Nghệ An                                                                                             ,Nữ        ,40204010127,,12345127
20220078,Lý,Hải,Khê,2003-07-07,Quảng Trị                                                                                           ,Nam       ,40204010128,,12345128
20220079,Lê,Đức,Hiệp,2003-02-17,Thanh Hóa                                                                                           ,Nam       ,40204010129,,12345129
20220080,Huỳnh,Đức,Mậu,2003-03-26,Thanh Hóa                                                                                           ,Nữ        ,40204010130,,12345130
20220081,Trần,Hải,Hoan,2003-02-09,Hưng Yên                                                                                            ,Nữ        ,40204010131,,12345131
20220082,Bùi,Văn,Duyên,2003-12-22,Bình Thuận                                                                                          ,Nam       ,40204010132,,12345132
20220083,Lê,Đức,Hằng,2003-12-27,Bình Định                                                                                           ,Nữ        ,40204010133,,12345133
20220084,Vũ,Bình,Hân,2003-03-04,Lạng Sơn                                                                                            ,Nam       ,40204010134,,12345134
20220085,Lê,Văn,Hoạ,2003-06-18,Thanh Hóa                                                                                           ,Nam       ,40204010135,,12345135
20220086,Lý,Lan,Phúc,2003-03-09,Phú Thọ                                                                                             ,Nữ        ,40204010136,,12345136
20220087,Lê,Hải,Bình,2003-04-16,Quảng Ngãi                                                                                          ,Nam       ,40204010137,,12345137
20220088,Hồ,Đức,Quyên,2003-01-06,Cao Bằng                                                                                            ,Nam       ,40204010138,,12345138
20220089,Đỗ,Đức,Bạch,2003-04-16,Vĩnh Phúc                                                                                           ,Nam       ,40204010139,,12345139
20220090,Phạm,Duy,Ca,2003-11-18,Ninh Bình                                                                                           ,Nam       ,40204010140,,12345140
20220091,Hoàng,Minh,Triều,2003-12-08,Sơn La                                                                                              ,Nữ        ,40204010141,,12345141
20220092,Lý,Bình,Kỳ,2003-04-15,Lào Cai                                                                                             ,Nam       ,40204010142,,12345142
20220093,Vũ,Lan,Sa,2003-07-27,Bắc Giang                                                                                           ,Nam       ,40204010143,,12345143
20220094,Đặng,Thị,Chung,2003-05-15,Khánh Hòa                                                                                           ,Nam       ,40204010144,,12345144
20220095,Dương,Văn,Dung,2003-07-08,Ninh Thuận                                                                                          ,Nữ        ,40204010145,,12345145
20220096,Trần,Quỳnh,Thơ,2003-08-23,Hà Giang                                                                                            ,Nam       ,40204010146,,12345146
20220097,Phan,Lan,Tuyến,2003-12-15,Hà Giang                                                                                            ,Nữ        ,40204010147,,12345147
20220098,Ngô,Hồng,Linh,2003-11-01,Hải Phòng                                                                                           ,Nam       ,40204010148,,12345148
20220099,Võ,Đức,Triệu,2003-03-17,Lào Cai                                                                                             ,Nam       ,40204010149,,12345149
20220100,Đỗ,Đức,Kiết,2003-07-07,Ninh Thuận                                                                                          ,Nữ        ,40204010150,,12345150
20220101,Đặng,Hải,Lan,2003-02-27,Bình Định                                                                                           ,Nữ        ,40204010151,,12345151
20220102,Đinh,Quỳnh,Hàm,2003-05-10,Ninh Thuận                                                                                          ,Nam       ,40204010152,,12345152
20220103,Đặng,Văn,Minh,2003-12-08,Tuyên Quang                                                                                         ,Nam       ,40204010153,,12345153
20220104,Lý,Thành,Trâm,2003-05-18,Đà Nẵng                                                                                             ,Nữ        ,40204010154,,12345154
20220105,Hoàng,Hồng,Kê,2003-02-20,Yên Bái                                                                                             ,Nam       ,40204010155,,12345155
20220106,Hoàng,Hải,Phước,2003-06-26,Bình Thuận                                                                                          ,Nam       ,40204010156,,12345156
20220107,Trần,Thu,Ngà,2003-11-13,Thái Bình                                                                                           ,Nam       ,40204010157,,12345157
20220108,Bùi,Quỳnh,Chung,2003-05-13,Tuyên Quang                                                                                         ,Nữ        ,40204010158,,12345158
20220109,Hồ,Bình,Thoại,2003-06-05,Hà Giang                                                                                            ,Nam       ,40204010159,,12345159
20220110,Hồ,Hồng,Bình,2003-07-19,Thanh Hóa                                                                                           ,Nữ        ,40204010160,,12345160
20220111,Trần,Thu,Duyên,2003-05-05,Bắc Giang                                                                                           ,Nữ        ,40204010161,,12345161
20220112,Võ,Lan,Quyên,2003-06-22,Yên Bái                                                                                             ,Nữ        ,40204010162,,12345162
20220113,Dương,Duy,Nhân,2003-12-21,Bình Thuận                                                                                          ,Nữ        ,40204010163,,12345163
20220114,Phạm,Thị,Thanh,2003-12-22,Phú Yên                                                                                             ,Nữ        ,40204010164,,12345164
20220115,Lý,Văn,Hằng,2003-02-04,Tuyên Quang                                                                                         ,Nữ        ,40204010165,,12345165
20220116,Ngô,Lan,Cương,2003-04-28,Hải Phòng                                                                                           ,Nữ        ,40204010166,,12345166
20220117,Đỗ,Hải,Thiện,2003-11-19,Hoà Bình                                                                                            ,Nam       ,40204010167,,12345167
20220118,Lý,Hải,Minh,2003-03-16,Thái Bình                                                                                           ,Nam       ,40204010168,,12345168
20220119,Phạm,Đức,Phượng,2003-08-05,Yên Bái                                                                                             ,Nam       ,40204010169,,12345169
20220120,Đặng,Thành,Sao,2003-02-21,Thanh Hóa                                                                                           ,Nam       ,40204010170,,12345170
20220121,Trần,Hải,Cát,2003-01-05,Thái Bình                                                                                           ,Nam       ,40204010171,,12345171
20220122,Võ,Văn,Thiện,2003-05-16,Thanh Hóa                                                                                           ,Nam       ,40204010172,,12345172
20220123,Lý,Bình,Nương,2003-07-06,Lạng Sơn                                                                                            ,Nữ        ,40204010173,,12345173
20220124,Huỳnh,Hải,Lục,2003-05-28,Hoà Bình                                                                                            ,Nữ        ,40204010174,,12345174
20220125,Võ,Hồng,Thủy,2003-04-16,Quảng Nam                                                                                           ,Nam       ,40204010175,,12345175
20220126,Hoàng,Bình,Họa,2003-12-24,Thừa Thiên Huế                                                                                      ,Nam       ,40204010176,,12345176
20220127,Lê,Lan,Mẫn,2003-11-21,Quảng Nam                                                                                           ,Nam       ,40204010177,,12345177
20220128,Ngô,Văn,Mai,2003-07-18,Quảng Trị                                                                                           ,Nam       ,40204010178,,12345178
20220129,Hoàng,Bình,Mỹ,2003-09-04,Điện Biên                                                                                           ,Nữ        ,40204010179,,12345179
20220130,Lê,Quỳnh,Hà,2003-02-20,Nam Định                                                                                            ,Nam       ,40204010180,,12345180
20220131,Lý,Thu,Lợi,2003-02-22,Lạng Sơn                                                                                            ,Nam       ,40204010181,,12345181
20220132,Ngô,Bình,My,2003-07-21,Quảng Nam                                                                                           ,Nam       ,40204010182,,12345182
20220133,Vũ,Quỳnh,Phong,2003-02-22,Phú Yên                                                                                             ,Nữ        ,40204010183,,12345183
20220134,Hoàng,Văn,Hường,2003-10-12,Hưng Yên                                                                                            ,Nữ        ,40204010184,,12345184
20220135,Lý,Hải,Ngân,2003-03-13,Quảng Bình                                                                                          ,Nữ        ,40204010185,,12345185
20220136,Ngô,Lan,Nghi,2003-09-22,Tuyên Quang                                                                                         ,Nam       ,40204010186,,12345186
20220137,Lý,Đức,Lan,2003-05-05,Thừa Thiên Huế                                                                                      ,Nữ        ,40204010187,,12345187
20220138,Dương,Minh,Phi,2003-04-20,Cao Bằng                                                                                            ,Nam       ,40204010188,,12345188
20220139,Đỗ,Đức,Thương,2003-07-28,Bình Định                                                                                           ,Nữ        ,40204010189,,12345189
20220140,Lý,Thành,Song,2003-07-25,Sơn La                                                                                              ,Nam       ,40204010190,,12345190
20220141,Vũ,Quỳnh,Thoa,2003-03-17,Lào Cai                                                                                             ,Nữ        ,40204010191,,12345191
20220142,Nguyễn,Thị,Nhiên,2003-10-18,Lai Châu                                                                                            ,Nam       ,40204010192,,12345192
20220143,Võ,Văn,Châu,2003-04-15,Vĩnh Phúc                                                                                           ,Nữ        ,40204010193,,12345193
20220144,Vũ,Lan,Lục,2003-10-24,Lai Châu                                                                                            ,Nữ        ,40204010194,,12345194
20220145,Nguyễn,Hải,Nhiên,2003-03-16,Thái Nguyên                                                                                         ,Nam       ,40204010195,,12345195
20220146,Lý,Minh,Miên,2003-05-04,Lạng Sơn                                                                                            ,Nam       ,40204010196,,12345196
20220147,Huỳnh,Hồng,Ly,2003-01-02,Sơn La                                                                                              ,Nữ        ,40204010197,,12345197
20220148,Lý,Hải,Mai,2003-02-27,Quảng Ninh                                                                                          ,Nữ        ,40204010198,,12345198
20220149,Huỳnh,Duy,Họa,2003-09-03,Hải Dương                                                                                           ,Nam       ,40204010199,,12345199
20220150,Trần,Văn,Cát,2003-04-21,Lạng Sơn                                                                                            ,Nam       ,40204010200,,12345200
20220151,Dương,Văn,Thường,2003-05-09,Nam Định                                                                                            ,Nam       ,40204010201,,12345201
20220152,Ngô,Lan,Ban,2003-10-26,Quảng Bình                                                                                          ,Nữ        ,40204010202,,12345202
20220153,Đặng,Thành,Trầm,2003-02-21,Thừa Thiên Huế                                                                                      ,Nam       ,40204010203,,12345203
20220154,Hoàng,Quỳnh,Nhân,2003-11-04,Đà Nẵng                                                                                             ,Nữ        ,40204010204,,12345204
20220155,Phan,Hải,Lăng,2003-06-10,Lạng Sơn                                                                                            ,Nữ        ,40204010205,,12345205
20220156,Dương,Quỳnh,Khanh,2003-12-02,Hà Nam                                                                                              ,Nam       ,40204010206,,12345206
20220157,Phan,Quỳnh,Trầm,2003-09-26,Điện Biên                                                                                           ,Nữ        ,40204010207,,12345207
20220158,Nguyễn,Văn,Dạ,2003-07-11,Thái Bình                                                                                           ,Nam       ,40204010208,,12345208
20220159,Hoàng,Duy,Gia,2003-02-16,Đà Nẵng                                                                                             ,Nam       ,40204010209,,12345209
20220160,Đỗ,Hồng,Linh,2003-12-04,Hà Nam                                                                                              ,Nam       ,40204010210,,12345210
20220161,Đỗ,Tâm,Bội,2003-03-07,Hải Dương                                                                                           ,Nam       ,40204010211,,12345211
20220162,Hoàng,Tâm,Ngân,2003-09-20,Hà Giang                                                                                            ,Nữ        ,40204010212,,12345212
20220163,Lê,Thành,Thục,2003-04-10,Bình Định                                                                                           ,Nam       ,40204010213,,12345213
20220164,Nguyễn,Duy,Cương,2003-09-25,Quảng Trị                                                                                           ,Nam       ,40204010214,,12345214
20220165,Nguyễn,Hải,Chiêu,2003-09-03,Điện Biên                                                                                           ,Nữ        ,40204010215,,12345215
20220166,Lê,Thành,Hồng,2003-07-19,Nghệ An                                                                                             ,Nữ        ,40204010216,,12345216
20220167,Bùi,Duy,Linh,2003-10-24,Cao Bằng                                                                                            ,Nam       ,40204010217,,12345217
20220168,Huỳnh,Hải,Chi,2003-09-24,Lào Cai                                                                                             ,Nữ        ,40204010218,,12345218
20220169,Bùi,Thị,Cam,2003-04-28,Quảng Ngãi                                                                                          ,Nữ        ,40204010219,,12345219
20220170,Đinh,Duy,Thảo,2003-10-25,Lào Cai                                                                                             ,Nữ        ,40204010220,,12345220
20220171,Phan,Minh,Duy,2003-02-17,Phú Yên                                                                                             ,Nam       ,40204010221,,12345221
20220172,Đỗ,Thành,Nga,2003-06-04,Hải Dương                                                                                           ,Nữ        ,40204010222,,12345222
20220173,Đỗ,Bình,Nhật,2003-12-04,Quảng Nam                                                                                           ,Nam       ,40204010223,,12345223
20220174,Bùi,Minh,Quế,2003-03-21,Ninh Thuận                                                                                          ,Nam       ,40204010224,,12345224
20220175,Lê,Văn,Hương,2003-05-23,Phú Thọ                                                                                             ,Nam       ,40204010225,,12345225
20220176,Đỗ,Hải,Ngọc,2003-07-18,Bình Định                                                                                           ,Nam       ,40204010226,,12345226
20220177,Dương,Bình,Trang,2003-09-08,Tuyên Quang                                                                                         ,Nữ        ,40204010227,,12345227
20220178,Phan,Thu,Nguyệt,2003-12-13,Khánh Hòa                                                                                           ,Nam       ,40204010228,,12345228
20220179,Ngô,Thu,Cúc,2003-08-08,Thanh Hóa                                                                                           ,Nam       ,40204010229,,12345229
20220180,Lý,Bình,Minh,2003-11-19,Quảng Trị                                                                                           ,Nữ        ,40204010230,,12345230
20220181,Đinh,Bình,Hiểu,2003-03-18,Quảng Bình                                                                                          ,Nữ        ,40204010231,,12345231
20220182,Trần,Đức,Dạ,2003-10-03,Sơn La                                                                                              ,Nữ        ,40204010232,,12345232
20220183,Bùi,Lan,Hòa,2003-10-05,Phú Yên                                                                                             ,Nữ        ,40204010233,,12345233
20220184,Huỳnh,Đức,Mỹ,2003-09-19,Hà Tĩnh                                                                                             ,Nữ        ,40204010234,,12345234
20220185,Bùi,Lan,An,2003-03-24,Ninh Thuận                                                                                          ,Nữ        ,40204010235,,12345235
20220186,Lê,Văn,Khai,2003-01-20,Bình Định                                                                                           ,Nữ        ,40204010236,,12345236
20220187,Nguyễn,Thị,Lâm,2003-04-13,Hoà Bình                                                                                            ,Nam       ,40204010237,,12345237
20220188,Đặng,Quỳnh,Diên,2003-06-18,Ninh Bình                                                                                           ,Nam       ,40204010238,,12345238
20220189,Lý,Minh,Di,2003-05-03,Tuyên Quang                                                                                         ,Nam       ,40204010239,,12345239
20220190,Lý,Quỳnh,Hường,2003-03-11,Bắc Ninh                                                                                            ,Nữ        ,40204010240,,12345240
20220191,Đinh,Đức,Kim,2003-03-20,Lào Cai                                                                                             ,Nữ        ,40204010241,,12345241
20220192,Bùi,Thành,Diễm,2003-02-23,Lạng Sơn                                                                                            ,Nam       ,40204010242,,12345242
20220193,Nguyễn,Lan,Cúc,2003-02-25,Sơn La                                                                                              ,Nam       ,40204010243,,12345243
20220194,Huỳnh,Bình,Khê,2003-06-23,Nghệ An                                                                                             ,Nữ        ,40204010244,,12345244
20220195,Lý,Thị,Huệ,2003-04-21,Ninh Thuận                                                                                          ,Nữ        ,40204010245,,12345245
